Rank,Name,Platform,Genre,Year,Publisher
5486,Rugby World Cup 2011,PS3,Sports,2011.0,505 Games
5487,Medal of Honor: Warfighter,PC,Action,2012.0,Electronic Arts
5488,Kelly Slater's Pro Surfer,PS2,Sports,2002.0,Activision
5489,Shrek SuperSlam,GBA,Action,2005.0,Activision
5490,Sonic Boom: Rise of Lyric,WiiU,Action,2014.0,Sega
5491,Legends of Wrestling II,PS2,Fighting,2002.0,Acclaim Entertainment
5492,World Stadium 3,PS,Sports,1999.0,Namco Bandai Games
5493,Little Deviants,PSV,Platform,2011.0,Sony Computer Entertainment
5494,Silent Hill: Downpour,X360,Action,2012.0,Konami Digital Entertainment
5495,Extra Bases,GB,Sports,1990.0,Namco Bandai Games
5496,Super Power League 2,SNES,Sports,1994.0,Hudson Soft
5497,Night at the Museum: Battle of the Smithsonian,Wii,Action,2009.0,Majesco Entertainment
5498,Capcom Classics Collection Reloaded,PSP,Misc,2006.0,Capcom
5499,Madden NFL 09,DS,Sports,2008.0,Electronic Arts
5500,MLB 09: The Show,PS2,Sports,2009.0,Sony Computer Entertainment
5501,Deus Ex: Mankind Divided,PS4,Role-Playing,2016.0,Square Enix
5502,Cool Boarders 2001,PS2,Sports,2001.0,Sony Computer Entertainment
5503,Classic NES Series: Castlevania,GBA,Platform,2004.0,Nintendo
5504,Dragon Ball Z: Battle of Z,PS3,Fighting,2014.0,Namco Bandai Games
5505,Scooby-Doo! First Frights,PS2,Action,2009.0,Warner Bros. Interactive Entertainment
5506,Fight Night Round 3,XB,Fighting,2006.0,Electronic Arts
5507,GT Advance Championship Racing,GBA,Racing,2001.0,THQ
5508,Way of the Samurai 2,PS2,Action,2003.0,Capcom
5509,FIFA Street 3,PS3,Sports,2008.0,Electronic Arts
5511,BattleTanx,N64,Action,1998.0,3DO
5512,Hatsune Miku: Project Diva Extend,PSP,Misc,2011.0,Sega
5513,Battlestations: Pacific,X360,Strategy,2009.0,Eidos Interactive
5514,Pitfall 3D: Beyond the Jungle,PS,Platform,1998.0,Activision
5515,Disgaea 2: Cursed Memories,PS2,Role-Playing,2006.0,Tecmo Koei
5516,Cabela's Dangerous Hunts 2011,PS3,Sports,2010.0,Activision
5517,DECA Sports Freedom,X360,Sports,2010.0,Hudson Soft
5518,Clock Tower 3,PS2,Adventure,2002.0,Capcom
5519,Battle Dodge Ball,SNES,Sports,1991.0,Banpresto
5520,Goosebumps HorrorLand,DS,Adventure,2008.0,Scholastic Inc.
5521,Phineas and Ferb: Across the 2nd Dimension,PS3,Action,2011.0,Disney Interactive Studios
5522,Call Of Duty 2: Big Red One,GC,Shooter,2005.0,Activision
5523,Elebits,Wii,Action,2006.0,Konami Digital Entertainment
5524,"Warhammer 40,000: Squad Command",PSP,Strategy,2007.0,THQ
5525,F1 2013,X360,Racing,2013.0,Codemasters
5526,Disgaea: Hour of Darkness,PS2,Role-Playing,2003.0,Tecmo Koei
5527,NeoGeo Battle Coliseum,PS2,Fighting,2005.0,Ignition Entertainment
5528,SSX Blur,Wii,Sports,2007.0,Electronic Arts
5529,DiRT 2,PSP,Racing,2009.0,Sony Computer Entertainment
5530,Vin Diesel: Wheelman,PS3,Racing,2009.0,Ubisoft
5531,SpongeBob SquarePants: Creature from the Krusty Krab,GC,Platform,2006.0,THQ
5532,My Baby: First Steps,DS,Simulation,2009.0,SouthPeak Games
5533,MLB 08: The Show,PSP,Sports,2008.0,Sony Computer Entertainment
5534,The Black Eyed Peas Experience,X360,Misc,2011.0,Ubisoft
5535,Parodius,PS,Shooter,1994.0,Konami Digital Entertainment
5536,Spy Kids 3-D: Game Over,GBA,Platform,2003.0,Disney Interactive Studios
5537,Sakura Wars 3: Paris wa Moeteiru ka,DC,Adventure,2001.0,Sega
5538,1001 Touch Games,DS,Action,2011.0,Avanquest
5539,NCAA GameBreaker 2001,PS,Sports,2000.0,Sony Computer Entertainment
5540,Power Rangers: Ninja Storm,GBA,Misc,2003.0,THQ
5541,Angry Birds Star Wars,PS3,Strategy,2013.0,Activision
5542,Naruto: Gekito Ninja Taisen! 4,GC,Fighting,2005.0,Tomy Corporation
5543,Kidou Senshi Gundam F91: Formula Senki 0122,SNES,Strategy,1991.0,Namco Bandai Games
5544,Despicable Me: The Game,Wii,Platform,2010.0,D3Publisher
5545,Golden Axe: Beast Rider,X360,Action,2008.0,Sega
5546,MySims SkyHeroes,DS,Action,2010.0,Electronic Arts
5547,MVP Baseball 2005,GC,Sports,2005.0,Electronic Arts
5548,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,Misc,2007.0,Rocket Company
5549,"Carnival Games: Monkey See, Monkey Do!",X360,Misc,2011.0,Take-Two Interactive
5550,Eternal Sonata,X360,Role-Playing,2007.0,Atari
5551,DX Game of Life 2,PS,Misc,1997.0,Takara
5552,EA Playground,DS,Sports,2007.0,Electronic Arts
5553,NBA Live 96,PS,Sports,1996.0,Electronic Arts
5554,Clash of the Titans,PS3,Action,2010.0,Namco Bandai Games
5555,Folklore,PS3,Role-Playing,2007.0,Sony Computer Entertainment
5556,Dragon Ball Z: Extreme Butoden,3DS,Fighting,2015.0,Namco Bandai Games
5557,Samurai Warriors 2: Xtreme Legends (JP sales),PS2,Action,2007.0,Tecmo Koei
5558,Sniper Elite 3,XOne,Shooter,2014.0,505 Games
5559,Teen Titans,GC,Action,2006.0,THQ
5560,Dead Rising 2: Off the Record,PS3,Action,2011.0,Capcom
5561,Frogger II: Threeedeep!,2600,Action,1983.0,Parker Bros.
5562,Etrian Odyssey III: The Drowned City,DS,Role-Playing,2010.0,Atlus
5563,LEGO The Lord of the Rings,PSV,Action,2012.0,Warner Bros. Interactive Entertainment
5564,NBA Live 06,GC,Sports,2005.0,Electronic Arts
5565,Karaoke Revolution Presents American Idol Encore 2,Wii,Misc,2008.0,Konami Digital Entertainment
5566,Fireball,2600,Action,1981.0,Starpath Corp.
5567,Batman: Arkham Origins,WiiU,Action,2013.0,Warner Bros. Interactive Entertainment
5568,Discovery Kids: Puppy Playtime,DS,Simulation,2009.0,505 Games
5569,Dr. Mario / Puzzle League,GBA,Puzzle,2005.0,Nintendo
5570,Bleach: Shattered Blade,Wii,Fighting,2006.0,Sega
5571,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,Fighting,1995.0,Tomy Corporation
5572,Major League Baseball 2K6,XB,Sports,2006.0,Take-Two Interactive
5573,Pinball Hall of Fame: The Gottlieb Collection,PS2,Misc,2004.0,Play It
5574,God of War Collection,PSV,Action,2014.0,Sony Computer Entertainment
5575,Dead Space 2,PC,Shooter,2011.0,Electronic Arts
5576,Def Jam Rapstar,PS3,Misc,2010.0,Konami Digital Entertainment
5577,Overlord II,X360,Action,2009.0,Codemasters
5578,NBA 2K10,PSP,Sports,2009.0,Take-Two Interactive
5579,J Stars Victory Vs.,PS3,Fighting,2014.0,Namco Bandai Games
5580,The Witcher: Enhanced Edition,PC,Role-Playing,2008.0,Atari
5581,Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,Action,2004.0,Konami Digital Entertainment
5582,Nicktoons: Movin',PS2,Action,2004.0,THQ
5583,One Piece: Romance Dawn - Bouken no Yoake,PSP,Fighting,2012.0,Namco Bandai Games
5584,Batman: Arkham Origins,PC,Action,2013.0,Warner Bros. Interactive Entertainment
5585,SWAT: Global Strike Team,PS2,Shooter,2003.0,Vivendi Games
5586,Championship Bass,PS,Sports,1999.0,Electronic Arts
5587,Resident Evil: Revelations 2,PS3,Action,2015.0,Capcom
5588,Test Drive Unlimited,X360,Racing,2006.0,Atari
5589,Golden Axe: Beast Rider,PS3,Action,2008.0,Sega
5590,Madden NFL 13,PSV,Sports,2012.0,Electronic Arts
5591,Bratz: Girlz Really Rock,DS,Action,2008.0,THQ
5592,NCAA Basketball 10,X360,Sports,2009.0,Electronic Arts
5593,Dead or Alive 5,X360,Fighting,2012.0,Ubisoft Annecy
5594,Shin Megami Tensei: Devil Survivor 2,DS,Role-Playing,2011.0,Ghostlight
5595,NHL Breakaway 98,N64,Sports,1998.0,Acclaim Entertainment
5596,Momotarou Dentetsu 20-Shuunen,DS,Misc,2008.0,Hudson Soft
5597,LEGO Marvel's Avengers,XOne,Action,2016.0,Warner Bros. Interactive Entertainment
5598,Tekken 6,PSP,Fighting,2009.0,Namco Bandai Games
5599,Kinetica,PS2,Racing,2001.0,Sony Computer Entertainment
5600,Beautiful Katamari,X360,Puzzle,2007.0,Namco Bandai Games
5601,Bust-A-Move '99,PS,Puzzle,1997.0,Acclaim Entertainment
5602,NBA Street V3,XB,Sports,2005.0,Electronic Arts
5603,Overlord II,PS3,Action,2009.0,Codemasters
5604,Dragon Quest Monsters 1·2,PS,Role-Playing,2002.0,Enix Corporation
5605,Army of Two: The 40th Day,PSP,Shooter,2010.0,Electronic Arts
5606,Ben 10 Ultimate Alien: Cosmic Destruction,DS,Platform,2010.0,D3Publisher
5607,Bigfoot: Collision Course,Wii,Racing,2008.0,Zoo Digital Publishing
5608,Batman: Arkham Asylum,PC,Action,2009.0,Eidos Interactive
5609,Crash of the Titans,X360,Action,2007.0,Vivendi Games
5610,The Legend of Spyro: Dawn of the Dragon,X360,Platform,2008.0,Vivendi Games
5611,Prey,X360,Shooter,2006.0,Take-Two Interactive
5612,Birthday Party Bash,Wii,Misc,2009.0,Take-Two Interactive
5613,OverBlood,PS,Action,1996.0,Electronic Arts
5614,ESPN X-Games Pro Boarder,PS,Sports,1997.0,Sony Computer Entertainment
5615,Murdered: Soul Suspect,PS4,Action,2014.0,Square Enix
5616,Tony Hawk's American Wasteland,X360,Sports,2005.0,Activision
5617,Harvest Moon: Back to Nature,PS,Simulation,1999.0,Ubisoft
5618,Sniper Elite 3,X360,Shooter,2014.0,505 Games
5619,Naruto: Ultimate Ninja (JP sales),PS2,Fighting,2003.0,Atari
5621,The Settlers 7: Paths to a Kingdom,PC,Strategy,2010.0,Ubisoft
5622,"Go, Diego, Go!: Great Dinosaur Rescue",PS2,Action,2008.0,Take-Two Interactive
5623,TrackMania Turbo,PS4,Action,2016.0,Ubisoft
5624,The Biggest Loser,DS,Sports,2009.0,THQ
5625,Minute to Win It,X360,Misc,2011.0,Zoo Games
5626,Darkwatch,PS2,Shooter,2005.0,Ubisoft
5628,Dance Dance Revolution Universe,X360,Simulation,2007.0,Konami Digital Entertainment
5629,SimAnimals,Wii,Simulation,2009.0,Electronic Arts
5630,Prince of Persia: The Sands of Time,GC,Action,2003.0,Ubisoft
5631,Sky Odyssey,PS2,Simulation,2000.0,Sony Computer Entertainment
5632,Nagano Winter Olympics 98,N64,Sports,1997.0,Konami Digital Entertainment
5633,Rayman 2: The Great Escape,PS,Platform,2000.0,Ubisoft
5634,Kirby's Block Ball,GB,Puzzle,1995.0,Nintendo
5635,DiRT Rally,PS4,Racing,2016.0,Codemasters
5636,Fortress,GBA,Action,2001.0,Majesco Entertainment
5637,FIFA 2001 Major League Soccer,PS,Sports,2000.0,Electronic Arts
5638,Peppa Pig: Theme Park Fun,DS,Misc,2011.0,P2 Games
5639,Rally Cross,PS,Racing,1997.0,Sony Computer Entertainment
5640,My Horse & Me,Wii,Sports,2007.0,Atari
5641,Frogger's Adventures: The Rescue,PS2,Platform,2003.0,Konami Digital Entertainment
5642,Extreme Pinball,PS,Misc,1995.0,Electronic Arts
5643,Shaun White Snowboarding,PSP,Sports,2008.0,Ubisoft
5644,Karaoke Revolution Volume 3,PS2,Misc,2004.0,Konami Digital Entertainment
5645,Gold's Gym: Cardio Workout (Others sales),Wii,Sports,2008.0,Ubisoft
5646,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,Simulation,2001.0,ASCII Entertainment
5647,Street Fighter Alpha 2,SAT,Fighting,1995.0,Virgin Interactive
5648,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,Sports,1999.0,Konami Digital Entertainment
5650,Ultimate Fighting Championship: Throwdown,PS2,Fighting,2002.0,Ubisoft
5651,Marvel Nemesis: Rise of the Imperfects,PSP,Fighting,2005.0,Electronic Arts
5652,SpongeBob SquarePants: Double Pack,GBA,Platform,2005.0,THQ
5653,Tetris 2 + Bombliss,NES,Puzzle,1991.0,BPS
5654,Harry Potter and the Half-Blood Prince,X360,Action,2009.0,Electronic Arts
5655,Disney's Extreme Skate Adventure,PS2,Sports,2003.0,Activision
5656,Rock Band Country Track Pack,PS2,Misc,2009.0,MTV Games
5657,7 Wonders II,DS,Puzzle,2009.0,Rondomedia
5658,"Ed, Edd n Eddy: Jawbreakers!",GBA,Adventure,2002.0,BAM! Entertainment
5660,Frankenstein's Monster,2600,Action,1982.0,Data Age
5661,Riven: The Sequel to Myst,PS,Adventure,1997.0,Acclaim Entertainment
5662,Derby Stallion DS,DS,Sports,2008.0,Enterbrain
5663,Mirror's Edge Catalyst,PS4,Platform,2016.0,Electronic Arts
5664,Manhunt 2,PSP,Action,2007.0,Take-Two Interactive
5665,NBA 2K3,XB,Sports,2002.0,Sega
5666,Monster Lab,Wii,Role-Playing,2008.0,Eidos Interactive
5667,Dragon Quest Monsters: Battle Road Victory,Wii,Strategy,2010.0,Square Enix
5668,Shin Momotarou Densetsu,SNES,Role-Playing,1993.0,Hudson Soft
5669,From TV Animation One Piece: Grand Battle! 3,PS2,Fighting,2003.0,Namco Bandai Games
5670,Sega Smash Pack,GBA,Misc,2002.0,Atari
5672,The Conveni: Ano Machi wo Dokusen Seyo,PS,Simulation,1997.0,Human Entertainment
5673,Shin Super Robot Taisen Special Disk,PS,Strategy,1997.0,Banpresto
5674,Live A Live,SNES,Role-Playing,1994.0,SquareSoft
5675,NFL Fever 2004,XB,Sports,2003.0,Microsoft Game Studios
5676,Madden NFL 2002,GBA,Sports,2001.0,Electronic Arts
5677,UEFA Euro 2008 Austria-Switzerland,PS2,Sports,2008.0,Electronic Arts
5678,Clive Barker's Jericho,X360,Shooter,2007.0,Codemasters
5679,Littlest Pet Shop: City Friends,DS,Simulation,2009.0,Electronic Arts
5680,Kingdom Under Fire: The Crusaders,XB,Strategy,2004.0,Deep Silver
5681,4x4 Evolution,PS2,Racing,2001.0,Gathering of Developers
5682,Cabela's Dangerous Hunts 2011,X360,Sports,2010.0,Activision
5683,Momotarou Dentetsu Happy,SNES,Misc,1996.0,Hudson Soft
5684,Power Rangers: Time Force,PS,Action,2001.0,THQ
5685,Romance of the Three Kingdoms VII,PS2,Strategy,2000.0,Tecmo Koei
5686,Shrek the Third,PSP,Action,2007.0,Activision
5687,Catherine,X360,Adventure,2011.0,Deep Silver
5688,BlazBlue: Continuum Shift,X360,Fighting,2010.0,PQube
5689,"Monsters, Inc.",PS2,Adventure,2002.0,Sony Computer Entertainment
5690,DJ Hero,PS2,Misc,2009.0,Activision
5691,WipEout Pulse,PSP,Racing,2007.0,Sony Computer Entertainment
5692,Quiz Magic Academy DS,DS,Misc,2008.0,Konami Digital Entertainment
5693,Just Dance 2016,XOne,Misc,2015.0,Ubisoft
5694,Resident Evil Archives: Resident Evil,Wii,Action,2008.0,Capcom
5695,Dynasty Warriors 4 Empires,PS2,Action,2004.0,Tecmo Koei
5696,Shenmue II,XB,Adventure,2002.0,Microsoft Game Studios
5697,Heart of Darkness,PS,Platform,1998.0,Ocean
5698,LEGO Marvel's Avengers,PS3,Action,2016.0,Warner Bros. Interactive Entertainment
5699,Virtua Striker 2,DC,Sports,1999.0,Sega
5700,Fable III,PC,Role-Playing,2011.0,Microsoft Game Studios
5701,Dragon Ball: XenoVerse,XOne,Fighting,2015.0,Namco Bandai Games
5702,Might & Magic Heroes VI,PC,Role-Playing,2011.0,Ubisoft
5703,Fuel,X360,Racing,2009.0,Codemasters
5704,ExerBeat,Wii,Sports,2010.0,Namco Bandai Games
5705,WarCraft II: The Dark Saga,PS,Strategy,1997.0,Electronic Arts
5706,MonHun Nikki: Poka Poka Ailu Mura G,PSP,Role-Playing,2011.0,Capcom
5707,Crash Nitro Kart,XB,Racing,2003.0,Vivendi Games
5708,Sesame Street: Cookie's Counting Carnival,Wii,Misc,2010.0,Warner Bros. Interactive Entertainment
5709,NBA ShootOut,PS,Sports,1995.0,Sony Computer Entertainment
5710,Fishing Master,Wii,Misc,2007.0,Konami Digital Entertainment
5711,Phineas and Ferb Ride Again,DS,Action,2010.0,Disney Interactive Studios
5712,Jikkyou Powerful Pro Yakyuu 14,PS2,Sports,2007.0,Konami Digital Entertainment
5713,Contra 4,DS,Shooter,2007.0,Konami Digital Entertainment
5714,Madden NFL 2004,GBA,Sports,2003.0,Electronic Arts
5715,Sniper Elite 3,PS3,Shooter,2014.0,505 Games
5716,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,Platform,1995.0,Konami Digital Entertainment
5717,Bust-A-Move Universe,3DS,Puzzle,2011.0,Square Enix
5718,Mario Golf,GB,Action,1999.0,Nintendo
5719,Jikkyou Powerful Pro Yakyuu Portable 3,PSP,Sports,2008.0,Konami Digital Entertainment
5720,Sesame Street: Elmo's Letter Adventure,PS,Misc,1998.0,NewKidCo
5721,The Incredible Hulk,Wii,Action,2008.0,Sega
5722,Namco Museum: Virtual Arcade,X360,Misc,2008.0,Atari
5723,NBA Inside Drive 2003,XB,Sports,2002.0,Microsoft Game Studios
5724,FIFA Street,PS2,Sports,2005.0,Electronic Arts
5725,Barbie as The Island Princess,DS,Adventure,2007.0,Activision
5726,Star Wars Episode III: Revenge of the Sith,DS,Action,2005.0,Ubisoft
5727,Hatsune Miku: Project Mirai DX,3DS,Misc,2015.0,Sega
5728,Dragon Ball Heroes: Ultimate Mission 2,3DS,Strategy,2014.0,Namco Bandai Games
5729,Shrek: Forever After,DS,Platform,2010.0,Activision
5730,MLB 07: The Show,PS3,Sports,2007.0,Sony Computer Entertainment
5731,Homefront: The Revolution,PS4,Shooter,2016.0,Deep Silver
5732,Jampack: Summer 2003 (RP-M),PS2,Misc,2003.0,Sony Computer Entertainment
5733,Alone in the Dark: One-Eyed Jack's Revenge,PS,Adventure,1996.0,Infogrames
5734,Yu-Gi-Oh! The Dawn of Destiny,XB,Strategy,2004.0,Konami Digital Entertainment
5735,The Matrix: Path of Neo,XB,Action,2005.0,Atari
5736,Mortal Kombat: Shaolin Monks,XB,Action,2005.0,Midway Games
5737,Happy Feet,DS,Action,2006.0,Midway Games
5738,Einhänder,PS,Shooter,1997.0,SquareSoft
5739,Tiny Toon Adventures: The Great Beanstalk,PS,Misc,1998.0,Sony Computer Entertainment
5740,Foto Frenzy: Spot The Diffrence,DS,Puzzle,2009.0,Storm City Games
5741,Metro: Last Light,XOne,Action,2014.0,Deep Silver
5742,Dark Void,X360,Action,2010.0,Capcom
5743,Pro Evolution Soccer 2013,X360,Sports,2012.0,Konami Digital Entertainment
5744,Armored Core: Silent Line,PS2,Simulation,2003.0,Agetec
5745,SD Gundam G Generation Wars,PS2,Strategy,2009.0,Namco Bandai Games
5746,Dr. Seuss: How the Grinch Stole Christmas,DS,Action,2007.0,CokeM Interactive
5747,Panzer Dragoon II Zwei,SAT,Shooter,1995.0,Sega
5748,KISS Pinball,PS,Action,2001.0,Take-Two Interactive
5749,Brothers In Arms: Earned in Blood,XB,Shooter,2005.0,Ubisoft
5750,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GBA,Action,2005.0,THQ
5751,Super Robot Taisen Complete Box,PS,Strategy,1999.0,Banpresto
5752,Mega Man Maverick Hunter X,PSP,Platform,2005.0,Capcom
5753,Cabela's Outdoor Adventures (2009),Wii,Sports,2009.0,Activision Value
5754,Lord of Arcana,PSP,Role-Playing,2010.0,Square Enix
5755,Jikkyou Powerful Pro Yakyuu 4,N64,Sports,1997.0,Konami Digital Entertainment
5756,Goemon's Great Adventure,N64,Platform,1998.0,Konami Digital Entertainment
5757,Hot Wheels Turbo Racing,N64,Racing,1999.0,Electronic Arts
5758,Vigilante 8,N64,Racing,1998.0,Activision
5759,Bass Hunter 64,N64,Sports,1999.0,Take-Two Interactive
5760,Doubutsu no Mori,N64,Simulation,2001.0,Nintendo
5761,Football Manager 2016,PC,Simulation,2015.0,Sega
5762,Naruto: Ninja Destiny (US sales),DS,Fighting,2006.0,Namco Bandai Games
5763,TRON: Evolution,X360,Action,2010.0,Disney Interactive Studios
5764,Disney Infinity 3.0,XOne,Action,2015.0,Disney Interactive Studios
5765,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,Action,2014.0,Namco Bandai Games
5766,Calvin Tucker's Redneck Jamboree,Wii,Misc,2008.0,Zoo Games
5767,MySims SkyHeroes,Wii,Action,2010.0,Electronic Arts
5768,J-League Winning Eleven 2007: Club Championship,PS2,Sports,2007.0,Konami Digital Entertainment
5769,Shrek's Carnival Craze Party Games,Wii,Misc,2008.0,Activision
5770,Harvest Moon: Magical Melody,Wii,Simulation,2008.0,Rising Star Games
5772,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,Strategy,2010.0,Konami Digital Entertainment
5773,Mega Man Battle Network 2,GBA,Action,2002.0,Ubisoft
5774,Little King's Story,Wii,Strategy,2009.0,Rising Star Games
5775,Mountain King,2600,Action,1982.0,CBS Electronics
5776,Jampack Volume 12,PS2,Misc,2005.0,Sony Computer Entertainment
5777,Madagascar,DS,Platform,2005.0,Activision
5778,Tiger Woods PGA Tour 06,X360,Sports,2005.0,Electronic Arts
5779,Shaun White Snowboarding,PS2,Sports,2008.0,Ubisoft
5780,Shin Megami Tensei: Devil Summoner - Soul Hackers,SAT,Role-Playing,1997.0,Atlus
5781,Major League Baseball 2K8,PS3,Sports,2008.0,Bethesda Softworks
5782,Rapala Pro Bass Fishing 2010,Wii,Sports,2010.0,Activision
5783,Lord of the Rings: Battle for Middle-Earth,X360,Strategy,2006.0,Electronic Arts
5784,Demolition Racer,PS,Racing,1998.0,Infogrames
5785,Midway Arcade Treasures 2,XB,Misc,2004.0,Midway Games
5786,Final Fantasy IV,PS,Simulation,1997.0,SquareSoft
5787,Math Play,DS,Puzzle,2006.0,Ubisoft
5788,Kingdoms of Amalur: Reckoning,PC,Role-Playing,2012.0,Electronic Arts
5789,NASCAR Thunder 2003,GC,Racing,2002.0,Electronic Arts
5790,SD Gundam G Generation: Overworld,PSP,Strategy,2012.0,Namco Bandai Games
5791,Sorcery,PS3,Action,2012.0,Sony Computer Entertainment
5792,TouchMaster: Connect,DS,Puzzle,2010.0,Warner Bros. Interactive Entertainment
5793,NHL FaceOff 2000,PS,Sports,1998.0,Sony Computer Entertainment
5794,Star Wars Racer Revenge,PS2,Racing,2002.0,LucasArts
5795,NBA Live 08,PSP,Sports,2007.0,Electronic Arts
5796,The King of Fighters XIII,PS3,Fighting,2011.0,Rising Star Games
5797,NCAA Final Four 2002,PS2,Sports,2001.0,Sony Computer Entertainment
5798,South Park: Chef's Luv Shack,PS,Misc,1998.0,Acclaim Entertainment
5799,Music Maker,PS2,Misc,2001.0,Magix
5801,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,Platform,1993.0,Konami Digital Entertainment
5802,Astroblast,2600,Action,1981.0,Mattel Interactive
5803,Blade II,PS2,Action,2002.0,Activision
5804,40 Winks,PS,Platform,1999.0,GT Interactive
5805,The Legend of Heroes: Trails of Cold Steel,PSV,Role-Playing,2013.0,Nippon Ichi Software
5806,Fate/Extra,PSP,Role-Playing,2010.0,Marvelous Interactive
5807,Shaun White Snowboarding: World Stage,Wii,Sports,2009.0,Ubisoft
5808,My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,DS,Misc,2009.0,Mentor Interactive
5809,Skylanders SWAP Force,XOne,Platform,2013.0,Activision
5810,A Collection of Classic Games from the Intellivision,PS,Misc,1999.0,Activision
5811,Monsters vs. Aliens,PS3,Action,2009.0,Activision
5812,Silent Hill: Shattered Memories,PSP,Action,2010.0,Konami Digital Entertainment
5813,Bruce Lee: Quest of the Dragon,XB,Fighting,2002.0,Universal Interactive
5814,Spin Jam,PS,Puzzle,2000.0,Empire Interactive
5815,KuruKuru Kururin,GBA,Puzzle,2001.0,Nintendo
5816,Disney's The Emperor's New Groove,PS,Platform,2000.0,Sony Computer Entertainment
5817,Disney's Stitch: Experiment 626,PS2,Action,2002.0,Sony Computer Entertainment
5818,RPG Tsukuru 2,SNES,Role-Playing,1996.0,ASCII Entertainment
5819,Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,Fighting,1994.0,Namco Bandai Games
5820,Orphen: Scion of Sorcery,PS2,Role-Playing,2000.0,Activision
5821,LEGO Legends of Chima: Laval's Journey,3DS,Adventure,2013.0,Warner Bros. Interactive Entertainment
5822,Imagine: Family Doctor,DS,Simulation,2009.0,Ubisoft
5823,Magna Carta 2,X360,Role-Playing,2009.0,Banpresto
5824,Ultimate Spider-Man,GBA,Action,2005.0,Activision
5825,Nicktoons: Battle for Volcano Island,DS,Action,2006.0,THQ
5826,Midtown Madness 3,XB,Racing,2003.0,Microsoft Game Studios
5827,Shrek Swamp Kart Speedway,GBA,Racing,2002.0,TDK Mediactive
5828,One Piece: Unlimited World Red,PS3,Action,2014.0,Namco Bandai Games
5829,Alien: Isolation,X360,Shooter,2014.0,Sega
5830,Gameboy Gallery,GB,Misc,1995.0,Nintendo
5831,Virtua Cop 2,SAT,Shooter,1996.0,Sega
5832,Ehrgeiz,PS,Fighting,1998.0,SquareSoft
5833,Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,Misc,2005.0,Sega
5834,Karaoke Revolution Glee: Volume 3,Wii,Misc,2011.0,Konami Digital Entertainment
5835,Spyro: Attack of the Rhynocs,GBA,Platform,2003.0,Universal Interactive
5836,"Army Men World War: Land, Sea, Air",PS,Action,2000.0,3DO
5837,Dai-2-Ji Super Robot Taisen OG,PS3,Strategy,2012.0,Namco Bandai Games
5838,Stranglehold,PS3,Shooter,2007.0,Midway Games
5839,Trauma Center: New Blood,Wii,Simulation,2007.0,Nintendo
5841,Lumines ll,PSP,Puzzle,2006.0,Disney Interactive Studios
5842,NES Remix,WiiU,Action,2014.0,Nintendo
5843,1701 A.D.,PC,Simulation,2006.0,Deep Silver
5844,Jumping Flash!,PS,Platform,1995.0,Sony Computer Entertainment
5845,Karaoke Revolution Party,PS2,Misc,2005.0,Konami Digital Entertainment
5846,Batman: The Brave and the Bold the Videogame,DS,Action,2010.0,Warner Bros. Interactive Entertainment
5847,Burnout,GC,Racing,2002.0,Acclaim Entertainment
5848,Lizzie McGuire 3: Homecoming Havoc,GBA,Platform,2005.0,Disney Interactive Studios
5849,Chaos Legion,PS2,Action,2003.0,Capcom
5850,PowerUp Heroes,X360,Fighting,2011.0,Ubisoft
5851,NASCAR 2011: The Game,X360,Racing,2011.0,Activision
5852,Puyo Puyo 7,DS,Puzzle,2009.0,Sega
5853,Shrek: Forever After,Wii,Platform,2010.0,Activision
5854,Charlie and the Chocolate Factory,GBA,Adventure,2005.0,Global Star
5855,Neopets: The Darkest Faerie,PS2,Adventure,2005.0,Sony Computer Entertainment
5856,Blazing Heroes,SAT,Role-Playing,1995.0,Sega
5857,Rhythm Tengoku,GBA,Misc,2006.0,Nintendo
5858,Super Robot Taisen W,DS,Strategy,2007.0,Banpresto
5859,Cart World Series,PS,Racing,1997.0,Sony Computer Entertainment
5860,Invizimals: Shadow Zone,PSP,Strategy,2010.0,Sony Computer Entertainment
5861,24: The Game,PS2,Adventure,2006.0,Sony Computer Entertainment
5862,Spider-Man 3,PSP,Platform,2007.0,Activision
5864,Famista '91,NES,Sports,1990.0,Namco Bandai Games
5865,Squinkies,DS,Misc,2011.0,Activision
5866,Zoo Tycoon 2 DS,DS,Strategy,2008.0,THQ
